gene_name,ensembl_gene_id,x,y,cluster_no,location_name
DEUP1,ENSG00000165325,-0.5947,-0.1480,8,"Ciliated cells - Cilium organization"
LRRC18,ENSG00000165383,-0.5990,-0.1939,8,"Ciliated cells - Cilium organization"
AK8,ENSG00000165695,-0.5727,-0.1887,8,"Ciliated cells - Cilium organization"
ERICH6B,ENSG00000165837,-0.6206,-0.1120,8,"Ciliated cells - Cilium organization"
AGBL2,ENSG00000165923,-0.5827,-0.1465,8,"Ciliated cells - Cilium organization"
IFI27L1,ENSG00000165948,-0.5942,-0.1840,8,"Ciliated cells - Cilium organization"
DPCD,ENSG00000166171,-0.5835,-0.1814,8,"Ciliated cells - Cilium organization"
DNAAF8,ENSG00000166246,-0.5962,-0.1527,8,"Ciliated cells - Cilium organization"
IFTAP,ENSG00000166352,-0.5707,-0.1800,8,"Ciliated cells - Cilium organization"
C16orf46,ENSG00000166455,-0.5753,-0.1713,8,"Ciliated cells - Cilium organization"
IQCD,ENSG00000166578,-0.6003,-0.1789,8,"Ciliated cells - Cilium organization"
CFAP52,ENSG00000166596,-0.5905,-0.2042,8,"Ciliated cells - Cilium organization"
DUSP18,ENSG00000167065,-0.5891,-0.2056,8,"Ciliated cells - Cilium organization"
TTC16,ENSG00000167094,-0.5881,-0.1533,8,"Ciliated cells - Cilium organization"
CCDC103,ENSG00000167131,-0.5783,-0.1716,8,"Ciliated cells - Cilium organization"
ZNF226,ENSG00000167380,-0.5607,-0.1870,8,"Ciliated cells - Cilium organization"
SPATA33,ENSG00000167523,-0.6108,-0.1237,8,"Ciliated cells - Cilium organization"
DNAAF3,ENSG00000167646,-0.5852,-0.1644,8,"Ciliated cells - Cilium organization"
IGFBP6,ENSG00000167779,-0.5715,-0.2201,8,"Ciliated cells - Cilium organization"
ZNF232,ENSG00000167840,-0.5797,-0.2188,8,"Ciliated cells - Cilium organization"
TEKT1,ENSG00000167858,-0.5869,-0.2069,8,"Ciliated cells - Cilium organization"
TTC21A,ENSG00000168026,-0.6372,-0.0713,8,"Ciliated cells - Cilium organization"
DYNLRB2,ENSG00000168589,-0.5966,-0.1599,8,"Ciliated cells - Cilium organization"
VWA3B,ENSG00000168658,-0.5908,-0.1737,8,"Ciliated cells - Cilium organization"
TCTN2,ENSG00000168778,-0.5729,-0.1926,8,"Ciliated cells - Cilium organization"
ZBBX,ENSG00000169064,-0.5948,-0.1772,8,"Ciliated cells - Cilium organization"
ODAD2,ENSG00000169126,-0.5891,-0.1640,8,"Ciliated cells - Cilium organization"
NSMCE1,ENSG00000169189,-0.5897,-0.1827,8,"Ciliated cells - Cilium organization"
SNUPN,ENSG00000169371,-0.5715,-0.1813,8,"Ciliated cells - Cilium organization"
RSPH10B2,ENSG00000169402,-0.5913,-0.1644,8,"Ciliated cells - Cilium organization"
TTLL6,ENSG00000170703,-0.6004,-0.1345,8,"Ciliated cells - Cilium organization"
DCDC1,ENSG00000170959,-0.5691,-0.1781,8,"Ciliated cells - Cilium organization"
LPAR3,ENSG00000171517,-0.5595,-0.1614,8,"Ciliated cells - Cilium organization"
DNAI2,ENSG00000171595,-0.5854,-0.1781,8,"Ciliated cells - Cilium organization"
LRRC34,ENSG00000171757,-0.5775,-0.1813,8,"Ciliated cells - Cilium organization"
PRND,ENSG00000171864,-0.6009,-0.1806,8,"Ciliated cells - Cilium organization"
DRC3,ENSG00000171962,-0.5768,-0.2018,8,"Ciliated cells - Cilium organization"
COPRS,ENSG00000172301,-0.5742,-0.1749,8,"Ciliated cells - Cilium organization"
CFAP53,ENSG00000172361,-0.5878,-0.1669,8,"Ciliated cells - Cilium organization"
RSPH9,ENSG00000172426,-0.5929,-0.1752,8,"Ciliated cells - Cilium organization"
EFCAB12,ENSG00000172771,-0.5873,-0.1925,8,"Ciliated cells - Cilium organization"
CCDC96,ENSG00000173013,-0.6006,-0.1468,8,"Ciliated cells - Cilium organization"
TRMT112,ENSG00000173113,-0.5739,-0.2152,8,"Ciliated cells - Cilium organization"
FAM166C,ENSG00000173557,-0.5991,-0.1581,8,"Ciliated cells - Cilium organization"
APOBEC4,ENSG00000173627,-0.5699,-0.1768,8,"Ciliated cells - Cilium organization"
MARCHF10,ENSG00000173838,-0.6023,-0.1420,8,"Ciliated cells - Cilium organization"
PIFO,ENSG00000173947,-0.5862,-0.2117,8,"Ciliated cells - Cilium organization"
CTSF,ENSG00000174080,-0.5769,-0.1574,8,"Ciliated cells - Cilium organization"
GSTA3,ENSG00000174156,-0.5685,-0.2081,8,"Ciliated cells - Cilium organization"
DNAH12,ENSG00000174844,-0.5956,-0.1850,8,"Ciliated cells - Cilium organization"
VWA3A,ENSG00000175267,-0.5907,-0.2065,8,"Ciliated cells - Cilium organization"
TEX26,ENSG00000175664,-0.6024,-0.1749,8,"Ciliated cells - Cilium organization"
C11orf16,ENSG00000176029,-0.5875,-0.2091,8,"Ciliated cells - Cilium organization"
MAP3K19,ENSG00000176601,-0.5884,-0.1978,8,"Ciliated cells - Cilium organization"
C19orf18,ENSG00000177025,-0.5950,-0.1868,8,"Ciliated cells - Cilium organization"
UMODL1,ENSG00000177398,-0.5723,-0.1827,8,"Ciliated cells - Cilium organization"
ODF3B,ENSG00000177989,-0.5856,-0.2178,8,"Ciliated cells - Cilium organization"
C2orf73,ENSG00000177994,-0.6042,-0.1322,8,"Ciliated cells - Cilium organization"
PPP1R42,ENSG00000178125,-0.5874,-0.1627,8,"Ciliated cells - Cilium organization"
RIIAD1,ENSG00000178796,-0.5747,-0.1936,8,"Ciliated cells - Cilium organization"
TMEM107,ENSG00000179029,-0.5792,-0.1989,8,"Ciliated cells - Cilium organization"
C10orf67,ENSG00000179133,-0.5931,-0.1791,8,"Ciliated cells - Cilium organization"
MAGED1,ENSG00000179222,-0.5569,-0.2207,8,"Ciliated cells - Cilium organization"
NSUN7,ENSG00000179299,-0.5937,-0.1919,8,"Ciliated cells - Cilium organization"
CFAP276,ENSG00000179902,-0.5971,-0.1876,8,"Ciliated cells - Cilium organization"
FZD2,ENSG00000180340,-0.5777,-0.2184,8,"Ciliated cells - Cilium organization"
CAPS2,ENSG00000180881,-0.5459,-0.1879,8,"Ciliated cells - Cilium organization"
MAPK15,ENSG00000181085,-0.5868,-0.2077,8,"Ciliated cells - Cilium organization"
NME9,ENSG00000181322,-0.5847,-0.2132,8,"Ciliated cells - Cilium organization"
CFAP65,ENSG00000181378,-0.5761,-0.1869,8,"Ciliated cells - Cilium organization"
GPR135,ENSG00000181619,-0.5800,-0.1772,8,"Ciliated cells - Cilium organization"
ODF3L2,ENSG00000181781,-0.6489,-0.0718,8,"Ciliated cells - Cilium organization"
SPACA6,ENSG00000182310,-0.5920,-0.1450,8,"Ciliated cells - Cilium organization"
ODF3L1,ENSG00000182950,-0.6837,-0.0424,8,"Ciliated cells - Cilium organization"
RUVBL2,ENSG00000183207,-0.5664,-0.1922,8,"Ciliated cells - Cilium organization"
CCDC60,ENSG00000183273,-0.5941,-0.1959,8,"Ciliated cells - Cilium organization"
CABCOCO1,ENSG00000183346,-0.5736,-0.1702,8,"Ciliated cells - Cilium organization"
HOATZ,ENSG00000183644,-0.5909,-0.2022,8,"Ciliated cells - Cilium organization"
EFHC2,ENSG00000183690,-0.5910,-0.2039,8,"Ciliated cells - Cilium organization"
CFAP91,ENSG00000183833,-0.5745,-0.1923,8,"Ciliated cells - Cilium organization"
SDR42E2,ENSG00000183921,-0.5736,-0.2026,8,"Ciliated cells - Cilium organization"
LRRC51,ENSG00000184154,-0.5875,-0.1677,8,"Ciliated cells - Cilium organization"
MROH7,ENSG00000184313,-0.6073,-0.1348,8,"Ciliated cells - Cilium organization"
C1QTNF8,ENSG00000184471,-0.5752,-0.2053,8,"Ciliated cells - Cilium organization"
FAM227A,ENSG00000184949,-0.5693,-0.1871,8,"Ciliated cells - Cilium organization"
EFCAB10,ENSG00000185055,-0.5884,-0.1769,8,"Ciliated cells - Cilium organization"
PPIL6,ENSG00000185250,-0.5722,-0.1875,8,"Ciliated cells - Cilium organization"
C12orf56,ENSG00000185306,-0.5963,-0.1794,8,"Ciliated cells - Cilium organization"
MORN5,ENSG00000185681,-0.5947,-0.1821,8,"Ciliated cells - Cilium organization"
SETD4,ENSG00000185917,-0.5918,-0.1701,8,"Ciliated cells - Cilium organization"
CCDC30,ENSG00000186409,-0.5796,-0.1959,8,"Ciliated cells - Cilium organization"
AKAP14,ENSG00000186471,-0.5940,-0.1873,8,"Ciliated cells - Cilium organization"
KATNA1,ENSG00000186625,-0.5586,-0.1555,8,"Ciliated cells - Cilium organization"
CFAP73,ENSG00000186710,-0.5828,-0.2132,8,"Ciliated cells - Cilium organization"
POFUT2,ENSG00000186866,-0.5650,-0.2172,8,"Ciliated cells - Cilium organization"
FAM183A,ENSG00000186973,-0.5848,-0.2125,8,"Ciliated cells - Cilium organization"
EFCAB6,ENSG00000186976,-0.5802,-0.1692,8,"Ciliated cells - Cilium organization"
DYNC2H1,ENSG00000187240,-0.5816,-0.1895,8,"Ciliated cells - Cilium organization"
DNAJB13,ENSG00000187726,-0.5879,-0.1951,8,"Ciliated cells - Cilium organization"
CCDC157,ENSG00000187860,-0.5979,-0.1456,8,"Ciliated cells - Cilium organization"
LRRC74B,ENSG00000187905,-0.5835,-0.1825,8,"Ciliated cells - Cilium organization"
MORN2,ENSG00000188010,-0.5871,-0.1787,8,"Ciliated cells - Cilium organization"
OTOG,ENSG00000188162,-0.5494,-0.1870,8,"Ciliated cells - Cilium organization"
TUBB4B,ENSG00000188229,-0.5938,-0.1781,8,"Ciliated cells - Cilium organization"
ENO4,ENSG00000188316,-0.5848,-0.1894,8,"Ciliated cells - Cilium organization"
DYNLT4,ENSG00000188396,-0.5866,-0.2271,8,"Ciliated cells - Cilium organization"
CFAP77,ENSG00000188523,-0.5925,-0.1877,8,"Ciliated cells - Cilium organization"
CFAP54,ENSG00000188596,-0.5552,-0.1872,8,"Ciliated cells - Cilium organization"
SAXO2,ENSG00000188659,-0.5721,-0.1889,8,"Ciliated cells - Cilium organization"
SLC4A5,ENSG00000188687,-0.5536,-0.1898,8,"Ciliated cells - Cilium organization"
ZDHHC11,ENSG00000188818,-0.6007,-0.1723,8,"Ciliated cells - Cilium organization"
CFAP126,ENSG00000188931,-0.5859,-0.2320,8,"Ciliated cells - Cilium organization"
TOGARAM2,ENSG00000189350,-0.5818,-0.2121,8,"Ciliated cells - Cilium organization"
CFAP119,ENSG00000196118,-0.5926,-0.1911,8,"Ciliated cells - Cilium organization"
ARL9,ENSG00000196503,-0.5944,-0.1728,8,"Ciliated cells - Cilium organization"
NEK5,ENSG00000197168,-0.5848,-0.1680,8,"Ciliated cells - Cilium organization"
DNAH10,ENSG00000197653,-0.5783,-0.1676,8,"Ciliated cells - Cilium organization"
CFAP43,ENSG00000197748,-0.5937,-0.1928,8,"Ciliated cells - Cilium organization"
CCDC180,ENSG00000197816,-0.5916,-0.1879,8,"Ciliated cells - Cilium organization"
CFAP299,ENSG00000197826,-0.5833,-0.1666,8,"Ciliated cells - Cilium organization"
MEIG1,ENSG00000197889,-0.6045,-0.1318,8,"Ciliated cells - Cilium organization"
ODAD3,ENSG00000198003,-0.5733,-0.1813,8,"Ciliated cells - Cilium organization"
ARMH1,ENSG00000198520,-0.5679,-0.1740,8,"Ciliated cells - Cilium organization"
DZIP3,ENSG00000198919,-0.5596,-0.1911,8,"Ciliated cells - Cilium organization"
EFCAB2,ENSG00000203666,-0.5669,-0.1879,8,"Ciliated cells - Cilium organization"
ECT2L,ENSG00000203734,-0.5748,-0.2141,8,"Ciliated cells - Cilium organization"
FANK1,ENSG00000203780,-0.5938,-0.1881,8,"Ciliated cells - Cilium organization"
C1orf141,ENSG00000203963,-0.5870,-0.1707,8,"Ciliated cells - Cilium organization"
ERICH2,ENSG00000204334,-0.6000,-0.1616,8,"Ciliated cells - Cilium organization"
AADACL4,ENSG00000204518,-0.5842,-0.2232,8,"Ciliated cells - Cilium organization"
CFAP95,ENSG00000204711,-0.5906,-0.1996,8,"Ciliated cells - Cilium organization"
ODAD4,ENSG00000204815,-0.5895,-0.1620,8,"Ciliated cells - Cilium organization"
LRRC10B,ENSG00000204950,-0.5617,-0.2160,8,"Ciliated cells - Cilium organization"
TMEM231,ENSG00000205084,-0.5823,-0.2107,8,"Ciliated cells - Cilium organization"
CDKL4,ENSG00000205111,-0.5988,-0.1683,8,"Ciliated cells - Cilium organization"
C4orf47,ENSG00000205129,-0.5922,-0.1904,8,"Ciliated cells - Cilium organization"
PSENEN,ENSG00000205155,-0.5947,-0.1912,8,"Ciliated cells - Cilium organization"
GMNC,ENSG00000205835,-0.5721,-0.1951,8,"Ciliated cells - Cilium organization"
TTC23L,ENSG00000205838,-0.6048,-0.1314,8,"Ciliated cells - Cilium organization"
C21orf62,ENSG00000205929,-0.5801,-0.2170,8,"Ciliated cells - Cilium organization"
CFAP99,ENSG00000206113,-0.5856,-0.1840,8,"Ciliated cells - Cilium organization"
ANKUB1,ENSG00000206199,-0.5811,-0.2114,8,"Ciliated cells - Cilium organization"
CFAP44,ENSG00000206530,-0.5546,-0.1878,8,"Ciliated cells - Cilium organization"
CFAP45,ENSG00000213085,-0.5956,-0.1881,8,"Ciliated cells - Cilium organization"
DYNLT2B,ENSG00000213123,-0.5586,-0.2193,8,"Ciliated cells - Cilium organization"
FAM187A,ENSG00000214447,-0.5886,-0.1924,8,"Ciliated cells - Cilium organization"
DCDC2C,ENSG00000214866,-0.6033,-0.1518,8,"Ciliated cells - Cilium organization"
C5orf49,ENSG00000215217,-0.5863,-0.1987,8,"Ciliated cells - Cilium organization"
GAGE10,ENSG00000215274,-0.5615,-0.1804,8,"Ciliated cells - Cilium organization"
AP4M1,ENSG00000221838,-0.5952,-0.1432,8,"Ciliated cells - Cilium organization"
BTBD19,ENSG00000222009,-0.5789,-0.2188,8,"Ciliated cells - Cilium organization"
PRR29,ENSG00000224383,-0.5833,-0.1963,8,"Ciliated cells - Cilium organization"
CROCC2,ENSG00000226321,-0.5771,-0.2128,8,"Ciliated cells - Cilium organization"
C2orf92,ENSG00000228486,-0.5978,-0.1786,8,"Ciliated cells - Cilium organization"
STMND1,ENSG00000230873,-0.5904,-0.2011,8,"Ciliated cells - Cilium organization"
TSPAN19,ENSG00000231738,-0.5380,-0.1898,8,"Ciliated cells - Cilium organization"
ZNF487,ENSG00000243660,-0.5816,-0.1851,8,"Ciliated cells - Cilium organization"
CFAP57,ENSG00000243710,-0.5896,-0.1780,8,"Ciliated cells - Cilium organization"
TUBA4B,ENSG00000243910,-0.5833,-0.2126,8,"Ciliated cells - Cilium organization"
CCDC153,ENSG00000248712,-0.5877,-0.2129,8,"Ciliated cells - Cilium organization"
FER1L5,ENSG00000249715,-0.5985,-0.1724,8,"Ciliated cells - Cilium organization"
DNAAF4,ENSG00000256061,-0.5438,-0.1865,8,"Ciliated cells - Cilium organization"
C11orf97,ENSG00000257057,-0.5912,-0.1746,8,"Ciliated cells - Cilium organization"
CCDC187,ENSG00000260220,-0.5822,-0.1525,8,"Ciliated cells - Cilium organization"
PIERCE2,ENSG00000261652,-0.5768,-0.1821,8,"Ciliated cells - Cilium organization"
GAS2L2,ENSG00000270765,-0.5829,-0.2121,8,"Ciliated cells - Cilium organization"
CFAP206,ENSG00000272514,-0.5876,-0.1557,8,"Ciliated cells - Cilium organization"
TBC1D3,ENSG00000274611,-0.5911,-0.2087,8,"Ciliated cells - Cilium organization"
NPHP3-ACAD11,ENSG00000274810,-0.5682,-0.2088,8,"Ciliated cells - Cilium organization"
ENSG00000274944,ENSG00000274944,-0.6092,-0.1250,8,"Ciliated cells - Cilium organization"
TYW1B,ENSG00000277149,-0.5873,-0.2087,8,"Ciliated cells - Cilium organization"
CFAP97D2,ENSG00000283361,-0.5854,-0.2138,8,"Ciliated cells - Cilium organization"
C2orf81,ENSG00000284308,-0.5763,-0.1669,8,"Ciliated cells - Cilium organization"
NIPAL3,ENSG00000001461,-0.3186,-0.5916,9,"Oligodendrocytes - Myelination"
ENPP4,ENSG00000001561,-0.3249,-0.5856,9,"Oligodendrocytes - Myelination"
SOX8,ENSG00000005513,-0.3278,-0.6501,9,"Oligodendrocytes - Myelination"
LAMP2,ENSG00000005893,-0.3224,-0.6227,9,"Oligodendrocytes - Myelination"
OSBPL7,ENSG00000006025,-0.1619,-0.2867,9,"Oligodendrocytes - Myelination"
ADIPOR2,ENSG00000006831,-0.3398,-0.6121,9,"Oligodendrocytes - Myelination"
SS18L2,ENSG00000008324,-0.3168,-0.6077,9,"Oligodendrocytes - Myelination"
FYN,ENSG00000010810,-0.3165,-0.6021,9,"Oligodendrocytes - Myelination"
ANLN,ENSG00000011426,-0.3254,-0.6540,9,"Oligodendrocytes - Myelination"
SEMA3B,ENSG00000012171,-0.3483,-0.6130,9,"Oligodendrocytes - Myelination"
CLDN11,ENSG00000013297,-0.3328,-0.6405,9,"Oligodendrocytes - Myelination"
STMN4,ENSG00000015592,-0.3265,-0.6460,9,"Oligodendrocytes - Myelination"
PLEKHB1,ENSG00000021300,-0.3315,-0.6556,9,"Oligodendrocytes - Myelination"
SPAST,ENSG00000021574,-0.3127,-0.6206,9,"Oligodendrocytes - Myelination"
AGPAT4,ENSG00000026652,-0.3427,-0.6483,9,"Oligodendrocytes - Myelination"
FUT8,ENSG00000033170,-0.3444,-0.6078,9,"Oligodendrocytes - Myelination"
GAB2,ENSG00000033327,-0.3159,-0.6438,9,"Oligodendrocytes - Myelination"
GABARAPL2,ENSG00000034713,-0.3380,-0.6499,9,"Oligodendrocytes - Myelination"
GPM6B,ENSG00000046653,-0.3308,-0.6492,9,"Oligodendrocytes - Myelination"
COL9A2,ENSG00000049089,-0.3362,-0.6563,9,"Oligodendrocytes - Myelination"
VAMP3,ENSG00000049245,-0.3313,-0.6252,9,"Oligodendrocytes - Myelination"
UTS2,ENSG00000049247,-0.3364,-0.6473,9,"Oligodendrocytes - Myelination"
PLEKHH1,ENSG00000054690,-0.3482,-0.6113,9,"Oligodendrocytes - Myelination"
FAM168A,ENSG00000054965,-0.3039,-0.6235,9,"Oligodendrocytes - Myelination"
TMCC3,ENSG00000057704,-0.3434,-0.6103,9,"Oligodendrocytes - Myelination"
PITHD1,ENSG00000057757,-0.3075,-0.6114,9,"Oligodendrocytes - Myelination"
WNK1,ENSG00000060237,-0.3298,-0.6480,9,"Oligodendrocytes - Myelination"
INTS13,ENSG00000064102,-0.3248,-0.6420,9,"Oligodendrocytes - Myelination"
HIPK2,ENSG00000064393,-0.3297,-0.6445,9,"Oligodendrocytes - Myelination"
BCAS1,ENSG00000064787,-0.3358,-0.6504,9,"Oligodendrocytes - Myelination"
PACC1,ENSG00000065600,-0.3363,-0.6495,9,"Oligodendrocytes - Myelination"
SEC61A2,ENSG00000065665,-0.3110,-0.6298,9,"Oligodendrocytes - Myelination"
DIP2B,ENSG00000066084,-0.3024,-0.5832,9,"Oligodendrocytes - Myelination"
ELOVL1,ENSG00000066322,-0.3398,-0.6392,9,"Oligodendrocytes - Myelination"
FGFR2,ENSG00000066468,-0.3335,-0.6506,9,"Oligodendrocytes - Myelination"
SLC44A1,ENSG00000070214,-0.3436,-0.6400,9,"Oligodendrocytes - Myelination"
MAP4K4,ENSG00000071054,-0.3146,-0.6323,9,"Oligodendrocytes - Myelination"
PRLH,ENSG00000071677,-0.3386,-0.6424,9,"Oligodendrocytes - Myelination"
PDE8A,ENSG00000073417,-0.3540,-0.5876,9,"Oligodendrocytes - Myelination"
PPP2R2C,ENSG00000074211,-0.3064,-0.6194,9,"Oligodendrocytes - Myelination"
DLG1,ENSG00000075711,-0.3303,-0.6155,9,"Oligodendrocytes - Myelination"
CTTNBP2,ENSG00000077063,-0.2474,-0.3831,9,"Oligodendrocytes - Myelination"
DYNC1I2,ENSG00000077380,-0.3451,-0.6239,9,"Oligodendrocytes - Myelination"
ACER3,ENSG00000078124,-0.3454,-0.6145,9,"Oligodendrocytes - Myelination"
SYNJ2,ENSG00000078269,-0.3404,-0.6540,9,"Oligodendrocytes - Myelination"
TP53INP2,ENSG00000078804,-0.3347,-0.6590,9,"Oligodendrocytes - Myelination"
PSEN1,ENSG00000080815,-0.3423,-0.6219,9,"Oligodendrocytes - Myelination"
CLDND1,ENSG00000080822,-0.3393,-0.6510,9,"Oligodendrocytes - Myelination"
RNF13,ENSG00000082996,-0.3379,-0.6536,9,"Oligodendrocytes - Myelination"
SLCO1A2,ENSG00000084453,-0.3275,-0.6446,9,"Oligodendrocytes - Myelination"
DDHD2,ENSG00000085788,-0.3325,-0.6147,9,"Oligodendrocytes - Myelination"
PHACTR3,ENSG00000087495,-0.2959,-0.6161,9,"Oligodendrocytes - Myelination"
P2RX7,ENSG00000089041,-0.3183,-0.6322,9,"Oligodendrocytes - Myelination"
SEMA6A,ENSG00000092421,-0.3462,-0.6120,9,"Oligodendrocytes - Myelination"
COL9A3,ENSG00000092758,-0.3366,-0.6517,9,"Oligodendrocytes - Myelination"
DPYSL2,ENSG00000092964,-0.3234,-0.6374,9,"Oligodendrocytes - Myelination"
SEC22C,ENSG00000093183,-0.3357,-0.6223,9,"Oligodendrocytes - Myelination"
HNRNPH3,ENSG00000096746,-0.1978,-0.3309,9,"Oligodendrocytes - Myelination"
SCD,ENSG00000099194,-0.3426,-0.6358,9,"Oligodendrocytes - Myelination"
PRTFDC1,ENSG00000099256,-0.3480,-0.6039,9,"Oligodendrocytes - Myelination"
TSPAN15,ENSG00000099282,-0.3505,-0.5983,9,"Oligodendrocytes - Myelination"
HCN2,ENSG00000099822,-0.3137,-0.6314,9,"Oligodendrocytes - Myelination"
SOX10,ENSG00000100146,-0.3401,-0.6465,9,"Oligodendrocytes - Myelination"
CABP7,ENSG00000100314,-0.3028,-0.6169,9,"Oligodendrocytes - Myelination"
CHADL,ENSG00000100399,-0.3379,-0.6531,9,"Oligodendrocytes - Myelination"
KCNK10,ENSG00000100433,-0.3438,-0.6134,9,"Oligodendrocytes - Myelination"
VTI1B,ENSG00000100568,-0.3376,-0.6510,9,"Oligodendrocytes - Myelination"
SPTLC2,ENSG00000100596,-0.3376,-0.6169,9,"Oligodendrocytes - Myelination"
ITPK1,ENSG00000100605,-0.2941,-0.6006,9,"Oligodendrocytes - Myelination"
TCFL5,ENSG00000101190,-0.3240,-0.6256,9,"Oligodendrocytes - Myelination"
RASSF2,ENSG00000101265,-0.3215,-0.6399,9,"Oligodendrocytes - Myelination"
CDH20,ENSG00000101542,-0.3229,-0.6411,9,"Oligodendrocytes - Myelination"
PSMD10,ENSG00000101843,-0.3245,-0.6279,9,"Oligodendrocytes - Myelination"
PLLP,ENSG00000102934,-0.3365,-0.6462,9,"Oligodendrocytes - Myelination"
FA2H,ENSG00000103089,-0.3463,-0.6428,9,"Oligodendrocytes - Myelination"
SEC14L5,ENSG00000103184,-0.3291,-0.6477,9,"Oligodendrocytes - Myelination"
HAGHL,ENSG00000103253,-0.3218,-0.6106,9,"Oligodendrocytes - Myelination"
METRN,ENSG00000103260,-0.3086,-0.6312,9,"Oligodendrocytes - Myelination"
CORO7-PAM16,ENSG00000103426,-0.3254,-0.6410,9,"Oligodendrocytes - Myelination"
CCP110,ENSG00000103540,-0.3088,-0.6203,9,"Oligodendrocytes - Myelination"
KNOP1,ENSG00000103550,-0.3292,-0.6227,9,"Oligodendrocytes - Myelination"
CORO2B,ENSG00000103647,-0.1488,-0.5354,9,"Oligodendrocytes - Myelination"
ACSBG1,ENSG00000103740,-0.3102,-0.6306,9,"Oligodendrocytes - Myelination"
NDRG1,ENSG00000104419,-0.3461,-0.6210,9,"Oligodendrocytes - Myelination"
PPP2CB,ENSG00000104695,-0.3367,-0.5982,9,"Oligodendrocytes - Myelination"
TBCB,ENSG00000105254,-0.3330,-0.6462,9,"Oligodendrocytes - Myelination"
APLP1,ENSG00000105290,-0.3330,-0.6505,9,"Oligodendrocytes - Myelination"
SIGLEC8,ENSG00000105366,-0.3222,-0.6123,9,"Oligodendrocytes - Myelination"
MAG,ENSG00000105695,-0.3418,-0.6540,9,"Oligodendrocytes - Myelination"
CADM4,ENSG00000105767,-0.3244,-0.6446,9,"Oligodendrocytes - Myelination"
ADAP1,ENSG00000105963,-0.3039,-0.6153,9,"Oligodendrocytes - Myelination"
CLIP2,ENSG00000106665,-0.3196,-0.6351,9,"Oligodendrocytes - Myelination"
ABCA2,ENSG00000107331,-0.3296,-0.6449,9,"Oligodendrocytes - Myelination"
ABHD17B,ENSG00000107362,-0.3077,-0.6296,9,"Oligodendrocytes - Myelination"
RASSF4,ENSG00000107551,-0.3399,-0.5928,9,"Oligodendrocytes - Myelination"
FBXW4,ENSG00000107829,-0.3258,-0.6203,9,"Oligodendrocytes - Myelination"
ARHGAP21,ENSG00000107863,-0.2975,-0.6201,9,"Oligodendrocytes - Myelination"
LHPP,ENSG00000107902,-0.3382,-0.6523,9,"Oligodendrocytes - Myelination"
TBC1D12,ENSG00000108239,-0.3366,-0.6474,9,"Oligodendrocytes - Myelination"
CASC3,ENSG00000108349,-0.3235,-0.5917,9,"Oligodendrocytes - Myelination"
ASPA,ENSG00000108381,-0.3368,-0.6207,9,"Oligodendrocytes - Myelination"
SEPTIN4,ENSG00000108387,-0.3369,-0.6540,9,"Oligodendrocytes - Myelination"
CBX1,ENSG00000108468,-0.1975,-0.3424,9,"Oligodendrocytes - Myelination"
CYTH1,ENSG00000108669,-0.2993,-0.6092,9,"Oligodendrocytes - Myelination"
RND2,ENSG00000108830,-0.3328,-0.6412,9,"Oligodendrocytes - Myelination"
TRIM2,ENSG00000109654,-0.3414,-0.6139,9,"Oligodendrocytes - Myelination"
B3GAT1,ENSG00000109956,-0.3123,-0.6368,9,"Oligodendrocytes - Myelination"
DTX4,ENSG00000110042,-0.3437,-0.6174,9,"Oligodendrocytes - Myelination"
RNF141,ENSG00000110315,-0.3196,-0.6240,9,"Oligodendrocytes - Myelination"
PTGES3,ENSG00000110958,-0.3417,-0.5834,9,"Oligodendrocytes - Myelination"
CDK2AP1,ENSG00000111328,-0.3390,-0.6443,9,"Oligodendrocytes - Myelination"
ERBIN,ENSG00000112851,-0.3137,-0.6320,9,"Oligodendrocytes - Myelination"
POLR3G,ENSG00000113356,-0.3340,-0.6442,9,"Oligodendrocytes - Myelination"
FGF1,ENSG00000113578,-0.3358,-0.6539,9,"Oligodendrocytes - Myelination"
PEX5L,ENSG00000114757,-0.3078,-0.6248,9,"Oligodendrocytes - Myelination"
RTKN,ENSG00000114993,-0.3446,-0.6227,9,"Oligodendrocytes - Myelination"
CCDC88A,ENSG00000115355,-0.3151,-0.6232,9,"Oligodendrocytes - Myelination"
LANCL1,ENSG00000115365,-0.3261,-0.6394,9,"Oligodendrocytes - Myelination"
STRN,ENSG00000115808,-0.3363,-0.6193,9,"Oligodendrocytes - Myelination"
TRAK2,ENSG00000115993,-0.3384,-0.6511,9,"Oligodendrocytes - Myelination"
CACYBP,ENSG00000116161,-0.2994,-0.6256,9,"Oligodendrocytes - Myelination"
TCEANC2,ENSG00000116205,-0.3224,-0.6240,9,"Oligodendrocytes - Myelination"
STXBP3,ENSG00000116266,-0.3345,-0.6216,9,"Oligodendrocytes - Myelination"
RHOU,ENSG00000116574,-0.3454,-0.6127,9,"Oligodendrocytes - Myelination"
FBXO2,ENSG00000116661,-0.3051,-0.6237,9,"Oligodendrocytes - Myelination"
CDK18,ENSG00000117266,-0.3404,-0.6439,9,"Oligodendrocytes - Myelination"
STMN1,ENSG00000117632,-0.3109,-0.6196,9,"Oligodendrocytes - Myelination"
NSL1,ENSG00000117697,-0.3181,-0.6131,9,"Oligodendrocytes - Myelination"
CRIPT,ENSG00000119878,-0.3298,-0.6250,9,"Oligodendrocytes - Myelination"
