gene_name,ensembl_gene_id,x,y,cluster_no,location_name
KATNA1,ENSG00000186625,-0.5657,0.4669,21,"Early spermatids - Spermatogenesis"
SPATA31D3,ENSG00000186788,-0.5577,0.4704,21,"Early spermatids - Spermatogenesis"
RSBN1L,ENSG00000187257,-0.5173,0.4778,21,"Early spermatids - Spermatogenesis"
C2orf66,ENSG00000187944,-0.5611,0.4715,21,"Early spermatids - Spermatogenesis"
LRRIQ4,ENSG00000188306,-0.4876,0.4880,21,"Early spermatids - Spermatogenesis"
GTF2F2,ENSG00000188342,-0.4794,0.4745,21,"Early spermatids - Spermatogenesis"
TMCO2,ENSG00000188800,-0.5004,0.4818,21,"Early spermatids - Spermatogenesis"
ARID2,ENSG00000189079,-0.5148,0.4764,21,"Early spermatids - Spermatogenesis"
SPATA31D4,ENSG00000189357,-0.5666,0.4658,21,"Early spermatids - Spermatogenesis"
TBC1D28,ENSG00000189375,-0.5703,0.4630,21,"Early spermatids - Spermatogenesis"
OR6M1,ENSG00000196099,-0.5571,0.4742,21,"Early spermatids - Spermatogenesis"
TEX43,ENSG00000196900,-0.5240,0.4781,21,"Early spermatids - Spermatogenesis"
ZNF429,ENSG00000197013,-0.5743,0.4281,21,"Early spermatids - Spermatogenesis"
IFNL3,ENSG00000197110,-0.4809,0.4933,21,"Early spermatids - Spermatogenesis"
TRIM33,ENSG00000197323,-0.5313,0.4317,21,"Early spermatids - Spermatogenesis"
TOPORS,ENSG00000197579,-0.5060,0.4754,21,"Early spermatids - Spermatogenesis"
ZNF44,ENSG00000197857,-0.5247,0.4571,21,"Early spermatids - Spermatogenesis"
ZNF790,ENSG00000197863,-0.5488,0.4634,21,"Early spermatids - Spermatogenesis"
MARCHF5,ENSG00000198060,-0.5389,0.4470,21,"Early spermatids - Spermatogenesis"
CCT8L2,ENSG00000198445,-0.5524,0.4639,21,"Early spermatids - Spermatogenesis"
BAZ1A,ENSG00000198604,-0.4841,0.4640,21,"Early spermatids - Spermatogenesis"
LTN1,ENSG00000198862,-0.4949,0.4610,21,"Early spermatids - Spermatogenesis"
DCAF12,ENSG00000198876,-0.4883,0.4861,21,"Early spermatids - Spermatogenesis"
C1orf174,ENSG00000198912,-0.5058,0.4733,21,"Early spermatids - Spermatogenesis"
KIAA0753,ENSG00000198920,-0.5481,0.4638,21,"Early spermatids - Spermatogenesis"
AGAP6,ENSG00000204149,-0.4829,0.4492,21,"Early spermatids - Spermatogenesis"
AGAP9,ENSG00000204172,-0.5479,0.4663,21,"Early spermatids - Spermatogenesis"
COL11A2,ENSG00000204248,-0.4938,0.4554,21,"Early spermatids - Spermatogenesis"
ERICH2,ENSG00000204334,-0.5539,0.4684,21,"Early spermatids - Spermatogenesis"
DXO,ENSG00000204348,-0.4819,0.4903,21,"Early spermatids - Spermatogenesis"
OR2H2,ENSG00000204657,-0.5091,0.4752,21,"Early spermatids - Spermatogenesis"
FAM221B,ENSG00000204930,-0.5199,0.4800,21,"Early spermatids - Spermatogenesis"
C12orf73,ENSG00000204954,-0.5406,0.4612,21,"Early spermatids - Spermatogenesis"
FAM205A,ENSG00000205108,-0.5923,0.4669,21,"Early spermatids - Spermatogenesis"
TP53TG3D,ENSG00000205456,-0.5640,0.4646,21,"Early spermatids - Spermatogenesis"
MUC19,ENSG00000205592,-0.5115,0.4829,21,"Early spermatids - Spermatogenesis"
ARRDC5,ENSG00000205784,-0.5346,0.4762,21,"Early spermatids - Spermatogenesis"
PLPP6,ENSG00000205808,-0.5111,0.4812,21,"Early spermatids - Spermatogenesis"
C22orf42,ENSG00000205856,-0.5451,0.4666,21,"Early spermatids - Spermatogenesis"
LRRC72,ENSG00000205858,-0.5100,0.4810,21,"Early spermatids - Spermatogenesis"
DEFB135,ENSG00000205883,-0.4860,0.4897,21,"Early spermatids - Spermatogenesis"
KRTAP19-8,ENSG00000206102,-0.5510,0.4642,21,"Early spermatids - Spermatogenesis"
TRBV7-1,ENSG00000211707,-0.5012,0.4934,21,"Early spermatids - Spermatogenesis"
GPC2,ENSG00000213420,-0.5069,0.4823,21,"Early spermatids - Spermatogenesis"
FAM209B,ENSG00000213714,-0.5477,0.4701,21,"Early spermatids - Spermatogenesis"
DCDC2C,ENSG00000214866,-0.5059,0.4824,21,"Early spermatids - Spermatogenesis"
SPATA31D1,ENSG00000214929,-0.5525,0.4659,21,"Early spermatids - Spermatogenesis"
C2orf16,ENSG00000221843,-0.5557,0.4668,21,"Early spermatids - Spermatogenesis"
FAM200A,ENSG00000221909,-0.5017,0.4522,21,"Early spermatids - Spermatogenesis"
SRRM5,ENSG00000226763,-0.5100,0.4753,21,"Early spermatids - Spermatogenesis"
MROH5,ENSG00000226807,-0.5810,0.4648,21,"Early spermatids - Spermatogenesis"
GOLGA6L25,ENSG00000227717,-0.5140,0.4792,21,"Early spermatids - Spermatogenesis"
PRR23C,ENSG00000233701,-0.5014,0.4831,21,"Early spermatids - Spermatogenesis"
RNF148,ENSG00000235631,-0.5820,0.4639,21,"Early spermatids - Spermatogenesis"
LRRC37A2,ENSG00000238083,-0.5697,0.4486,21,"Early spermatids - Spermatogenesis"
ZNF585B,ENSG00000245680,-0.4817,0.4468,21,"Early spermatids - Spermatogenesis"
RGS21,ENSG00000253148,-0.5586,0.4608,21,"Early spermatids - Spermatogenesis"
PCDHGB1,ENSG00000254221,-0.4783,0.4917,21,"Early spermatids - Spermatogenesis"
NANOGP8,ENSG00000255192,-0.5540,0.4660,21,"Early spermatids - Spermatogenesis"
FDXACB1,ENSG00000255561,-0.5088,0.4778,21,"Early spermatids - Spermatogenesis"
DND1,ENSG00000256453,-0.5172,0.4750,21,"Early spermatids - Spermatogenesis"
PRSS58,ENSG00000258223,-0.5046,0.4799,21,"Early spermatids - Spermatogenesis"
ZNF578,ENSG00000258405,-0.5908,0.4620,21,"Early spermatids - Spermatogenesis"
ENSG00000260643,ENSG00000260643,-0.4889,0.4901,21,"Early spermatids - Spermatogenesis"
ARL14EPL,ENSG00000268223,-0.4858,0.4610,21,"Early spermatids - Spermatogenesis"
ZNF723,ENSG00000268696,-0.5594,0.4661,21,"Early spermatids - Spermatogenesis"
H3Y2,ENSG00000268799,-0.5100,0.4773,21,"Early spermatids - Spermatogenesis"
H3Y1,ENSG00000269466,-0.5059,0.4824,21,"Early spermatids - Spermatogenesis"
ENSG00000269825,ENSG00000269825,-0.5232,0.4623,21,"Early spermatids - Spermatogenesis"
IFNL4,ENSG00000272395,-0.4939,0.4882,21,"Early spermatids - Spermatogenesis"
ZNHIT3,ENSG00000273611,-0.4852,0.4791,21,"Early spermatids - Spermatogenesis"
NOL12,ENSG00000273899,-0.5718,0.4661,21,"Early spermatids - Spermatogenesis"
TBC1D3L,ENSG00000274512,-0.5516,0.4684,21,"Early spermatids - Spermatogenesis"
SPDYE10,ENSG00000274570,-0.5074,0.4801,21,"Early spermatids - Spermatogenesis"
TBC1D3B,ENSG00000274808,-0.5552,0.4676,21,"Early spermatids - Spermatogenesis"
TBC1D3I,ENSG00000274933,-0.5490,0.4677,21,"Early spermatids - Spermatogenesis"
MYO19,ENSG00000278259,-0.4874,0.4545,21,"Early spermatids - Spermatogenesis"
TMEM191B,ENSG00000278558,-0.4844,0.4727,21,"Early spermatids - Spermatogenesis"
OR10A6,ENSG00000279000,-0.5633,0.4660,21,"Early spermatids - Spermatogenesis"
TEX54,ENSG00000283268,-0.5057,0.4701,21,"Early spermatids - Spermatogenesis"
SPEM3,ENSG00000283439,-0.5230,0.4767,21,"Early spermatids - Spermatogenesis"
OR8B3,ENSG00000284609,-0.5491,0.4695,21,"Early spermatids - Spermatogenesis"
OR8B2,ENSG00000284680,-0.4930,0.4866,21,"Early spermatids - Spermatogenesis"
PANO1,ENSG00000288675,-0.5116,0.4770,21,"Early spermatids - Spermatogenesis"
TMEM176A,ENSG00000002933,0.0666,0.4887,22,"Proximal enterocytes - Digestion"
PDK2,ENSG00000005882,0.0560,0.5377,22,"Proximal enterocytes - Digestion"
USH1C,ENSG00000006611,0.0687,0.4461,22,"Proximal enterocytes - Digestion"
SCIN,ENSG00000006747,0.0411,0.4512,22,"Proximal enterocytes - Digestion"
SLC13A2,ENSG00000007216,0.0385,0.4677,22,"Proximal enterocytes - Digestion"
IYD,ENSG00000009765,0.0476,0.4518,22,"Proximal enterocytes - Digestion"
SEMA3B,ENSG00000012171,0.0404,0.4633,22,"Proximal enterocytes - Digestion"
NR1H4,ENSG00000012504,0.0452,0.4565,22,"Proximal enterocytes - Digestion"
HEBP1,ENSG00000013583,0.0380,0.4600,22,"Proximal enterocytes - Digestion"
DPEP1,ENSG00000015413,0.0332,0.4549,22,"Proximal enterocytes - Digestion"
CHDH,ENSG00000016391,0.0658,0.5164,22,"Proximal enterocytes - Digestion"
SLC7A9,ENSG00000021488,0.0322,0.4482,22,"Proximal enterocytes - Digestion"
PARP3,ENSG00000041880,0.0368,0.4732,22,"Proximal enterocytes - Digestion"
ENTPD2,ENSG00000054179,0.0599,0.4451,22,"Proximal enterocytes - Digestion"
CREB3L3,ENSG00000060566,0.0406,0.4525,22,"Proximal enterocytes - Digestion"
EPN1,ENSG00000063245,0.0547,0.4649,22,"Proximal enterocytes - Digestion"
OAT,ENSG00000065154,0.0436,0.4515,22,"Proximal enterocytes - Digestion"
CYBRD1,ENSG00000071967,0.0382,0.4502,22,"Proximal enterocytes - Digestion"
GSDMB,ENSG00000073605,0.0426,0.4504,22,"Proximal enterocytes - Digestion"
CDHR2,ENSG00000074276,0.0454,0.4481,22,"Proximal enterocytes - Digestion"
ZZEF1,ENSG00000074755,0.0569,0.4455,22,"Proximal enterocytes - Digestion"
ABCB1,ENSG00000085563,0.0468,0.4481,22,"Proximal enterocytes - Digestion"
GNA11,ENSG00000088256,0.0363,0.4494,22,"Proximal enterocytes - Digestion"
SLC15A1,ENSG00000088386,0.0448,0.4477,22,"Proximal enterocytes - Digestion"
MAPKAPK5,ENSG00000089022,0.0492,0.4486,22,"Proximal enterocytes - Digestion"
SI,ENSG00000090402,0.0372,0.4569,22,"Proximal enterocytes - Digestion"
TFAP4,ENSG00000090447,0.0588,0.4588,22,"Proximal enterocytes - Digestion"
HOOK2,ENSG00000095066,0.0862,0.4472,22,"Proximal enterocytes - Digestion"
SMIM24,ENSG00000095932,0.0448,0.4742,22,"Proximal enterocytes - Digestion"
ACOT7,ENSG00000097021,0.0513,0.5072,22,"Proximal enterocytes - Digestion"
OCEL1,ENSG00000099330,0.0598,0.5522,22,"Proximal enterocytes - Digestion"
CDHR5,ENSG00000099834,0.0460,0.4427,22,"Proximal enterocytes - Digestion"
SLC25A1,ENSG00000100075,0.0769,0.4328,22,"Proximal enterocytes - Digestion"
LGALS2,ENSG00000100079,0.0464,0.4784,22,"Proximal enterocytes - Digestion"
SLC5A1,ENSG00000100170,0.0402,0.4564,22,"Proximal enterocytes - Digestion"
RTCB,ENSG00000100220,0.0628,0.4986,22,"Proximal enterocytes - Digestion"
ACO2,ENSG00000100412,0.0493,0.4759,22,"Proximal enterocytes - Digestion"
PCK2,ENSG00000100889,0.0391,0.4547,22,"Proximal enterocytes - Digestion"
POFUT1,ENSG00000101346,0.1352,0.4538,22,"Proximal enterocytes - Digestion"
ABCD1,ENSG00000101986,0.0380,0.4481,22,"Proximal enterocytes - Digestion"
ELMO3,ENSG00000102890,0.0798,0.4414,22,"Proximal enterocytes - Digestion"
GSDMD,ENSG00000104518,0.0710,0.4261,22,"Proximal enterocytes - Digestion"
NUCB1,ENSG00000104805,0.0714,0.4541,22,"Proximal enterocytes - Digestion"
DHDH,ENSG00000104808,0.0371,0.4742,22,"Proximal enterocytes - Digestion"
DMAC2,ENSG00000105341,0.0437,0.4537,22,"Proximal enterocytes - Digestion"
CYP3A5,ENSG00000106258,0.0684,0.4535,22,"Proximal enterocytes - Digestion"
CLDN15,ENSG00000106404,0.0348,0.4484,22,"Proximal enterocytes - Digestion"
KAZALD1,ENSG00000107821,0.0699,0.4562,22,"Proximal enterocytes - Digestion"
FBXL15,ENSG00000107872,0.0599,0.4783,22,"Proximal enterocytes - Digestion"
ACBD5,ENSG00000107897,0.0471,0.4440,22,"Proximal enterocytes - Digestion"
PBLD,ENSG00000108187,0.0515,0.5293,22,"Proximal enterocytes - Digestion"
TRIM3,ENSG00000110171,0.0372,0.4550,22,"Proximal enterocytes - Digestion"
APOA4,ENSG00000110244,0.0385,0.4637,22,"Proximal enterocytes - Digestion"
APOBEC1,ENSG00000111701,0.0424,0.4485,22,"Proximal enterocytes - Digestion"
DNPH1,ENSG00000112667,0.0507,0.5057,22,"Proximal enterocytes - Digestion"
MEP1A,ENSG00000112818,0.0344,0.4436,22,"Proximal enterocytes - Digestion"
RBP2,ENSG00000114113,0.0391,0.4533,22,"Proximal enterocytes - Digestion"
PFKFB4,ENSG00000114268,0.0487,0.4501,22,"Proximal enterocytes - Digestion"
ABHD14B,ENSG00000114779,0.0521,0.4863,22,"Proximal enterocytes - Digestion"
FAHD2A,ENSG00000115042,0.0720,0.4556,22,"Proximal enterocytes - Digestion"
SLC35F5,ENSG00000115084,0.0721,0.4715,22,"Proximal enterocytes - Digestion"
KCNJ13,ENSG00000115474,0.0393,0.4562,22,"Proximal enterocytes - Digestion"
LCT,ENSG00000115850,0.0609,0.4520,22,"Proximal enterocytes - Digestion"
KIAA2013,ENSG00000116685,0.0726,0.4355,22,"Proximal enterocytes - Digestion"
AKR1A1,ENSG00000117448,0.0551,0.5252,22,"Proximal enterocytes - Digestion"
FAAH,ENSG00000117480,0.1214,0.4291,22,"Proximal enterocytes - Digestion"
SLC5A9,ENSG00000117834,0.0453,0.4555,22,"Proximal enterocytes - Digestion"
TREH,ENSG00000118094,0.0386,0.4597,22,"Proximal enterocytes - Digestion"
GDA,ENSG00000119125,0.0498,0.4509,22,"Proximal enterocytes - Digestion"
EPHX2,ENSG00000120915,0.0497,0.4873,22,"Proximal enterocytes - Digestion"
XPNPEP2,ENSG00000122121,0.0364,0.4542,22,"Proximal enterocytes - Digestion"
PEPD,ENSG00000124299,0.0546,0.5266,22,"Proximal enterocytes - Digestion"
RAB17,ENSG00000124839,0.0439,0.4731,22,"Proximal enterocytes - Digestion"
SLC10A2,ENSG00000125255,0.0370,0.4534,22,"Proximal enterocytes - Digestion"
RBCK1,ENSG00000125826,0.0710,0.4304,22,"Proximal enterocytes - Digestion"
VIL1,ENSG00000127831,0.0439,0.4539,22,"Proximal enterocytes - Digestion"
GAL3ST1,ENSG00000128242,0.0652,0.4559,22,"Proximal enterocytes - Digestion"
MGAT3,ENSG00000128268,0.0568,0.4443,22,"Proximal enterocytes - Digestion"
BAIAP2L2,ENSG00000128298,0.0489,0.4570,22,"Proximal enterocytes - Digestion"
ACE2,ENSG00000130234,0.0376,0.4503,22,"Proximal enterocytes - Digestion"
FAM98C,ENSG00000130244,0.0374,0.4521,22,"Proximal enterocytes - Digestion"
GATA5,ENSG00000130700,0.0423,0.4504,22,"Proximal enterocytes - Digestion"
RBBP8NL,ENSG00000130701,0.0453,0.4484,22,"Proximal enterocytes - Digestion"
CCL25,ENSG00000131142,0.0438,0.4501,22,"Proximal enterocytes - Digestion"
SLX1A,ENSG00000132207,0.0319,0.4431,22,"Proximal enterocytes - Digestion"
DDC,ENSG00000132437,0.0490,0.4847,22,"Proximal enterocytes - Digestion"
RNF128,ENSG00000133135,0.1024,0.4511,22,"Proximal enterocytes - Digestion"
CNDP2,ENSG00000133313,0.0487,0.4857,22,"Proximal enterocytes - Digestion"
TMEM106C,ENSG00000134291,0.0587,0.4539,22,"Proximal enterocytes - Digestion"
HNF1A,ENSG00000135100,0.0463,0.4699,22,"Proximal enterocytes - Digestion"
UGT2A3,ENSG00000135220,0.0529,0.4683,22,"Proximal enterocytes - Digestion"
ORC3,ENSG00000135336,0.0448,0.4778,22,"Proximal enterocytes - Digestion"
CHST5,ENSG00000135702,0.0466,0.4550,22,"Proximal enterocytes - Digestion"
CIDEB,ENSG00000136305,0.0853,0.4719,22,"Proximal enterocytes - Digestion"
ALDOB,ENSG00000136872,0.0401,0.4643,22,"Proximal enterocytes - Digestion"
SLC37A4,ENSG00000137700,0.0496,0.4835,22,"Proximal enterocytes - Digestion"
KHK,ENSG00000138030,0.0429,0.4731,22,"Proximal enterocytes - Digestion"
SLC3A1,ENSG00000138079,0.0522,0.5073,22,"Proximal enterocytes - Digestion"
PLA2G12B,ENSG00000138308,0.0865,0.4718,22,"Proximal enterocytes - Digestion"
ENPEP,ENSG00000138792,0.0418,0.4560,22,"Proximal enterocytes - Digestion"
HADH,ENSG00000138796,0.0697,0.4324,22,"Proximal enterocytes - Digestion"
MTTP,ENSG00000138823,0.0467,0.4541,22,"Proximal enterocytes - Digestion"
RITA1,ENSG00000139405,0.0410,0.4582,22,"Proximal enterocytes - Digestion"
SLC39A5,ENSG00000139540,0.0480,0.4595,22,"Proximal enterocytes - Digestion"
MARVELD3,ENSG00000140832,0.0551,0.4455,22,"Proximal enterocytes - Digestion"
MEP1B,ENSG00000141434,0.0407,0.4517,22,"Proximal enterocytes - Digestion"
SAT2,ENSG00000141504,0.0546,0.5352,22,"Proximal enterocytes - Digestion"
TM4SF5,ENSG00000142484,0.0577,0.4564,22,"Proximal enterocytes - Digestion"
SLC2A5,ENSG00000142583,0.0383,0.4683,22,"Proximal enterocytes - Digestion"
DQX1,ENSG00000144045,0.0441,0.4522,22,"Proximal enterocytes - Digestion"
CPO,ENSG00000144410,0.0378,0.4560,22,"Proximal enterocytes - Digestion"
ADGRG7,ENSG00000144820,0.0582,0.4656,22,"Proximal enterocytes - Digestion"
SLC26A1,ENSG00000145217,0.0591,0.5838,22,"Proximal enterocytes - Digestion"
FABP2,ENSG00000145384,0.0336,0.4580,22,"Proximal enterocytes - Digestion"
AIG1,ENSG00000146416,0.0547,0.5157,22,"Proximal enterocytes - Digestion"
SLC39A4,ENSG00000147804,0.0438,0.4814,22,"Proximal enterocytes - Digestion"
NAPRT,ENSG00000147813,0.0678,0.4526,22,"Proximal enterocytes - Digestion"
ADIRF,ENSG00000148671,0.0411,0.4579,22,"Proximal enterocytes - Digestion"
SLC5A12,ENSG00000148942,0.0486,0.4975,22,"Proximal enterocytes - Digestion"
TKFC,ENSG00000149476,0.0480,0.4588,22,"Proximal enterocytes - Digestion"
TMEM25,ENSG00000149582,0.0410,0.4587,22,"Proximal enterocytes - Digestion"
PLCB3,ENSG00000149782,0.0403,0.4561,22,"Proximal enterocytes - Digestion"
TMEM219,ENSG00000149932,0.0710,0.4677,22,"Proximal enterocytes - Digestion"
ABCA5,ENSG00000154265,0.0600,0.4490,22,"Proximal enterocytes - Digestion"
TMPRSS15,ENSG00000154646,0.0445,0.4569,22,"Proximal enterocytes - Digestion"
SLC7A7,ENSG00000155465,0.4840,-0.4020,22,"Proximal enterocytes - Digestion"
RMND1,ENSG00000155906,0.0555,0.5743,22,"Proximal enterocytes - Digestion"
SLC28A1,ENSG00000156222,0.0540,0.5559,22,"Proximal enterocytes - Digestion"
FUT6,ENSG00000156413,0.0502,0.4871,22,"Proximal enterocytes - Digestion"
PRXL2B,ENSG00000157870,0.0547,0.4484,22,"Proximal enterocytes - Digestion"
TNFRSF14,ENSG00000157873,0.0603,0.4426,22,"Proximal enterocytes - Digestion"
NIT1,ENSG00000158793,0.0628,0.5578,22,"Proximal enterocytes - Digestion"
CBR1,ENSG00000159228,0.0404,0.4541,22,"Proximal enterocytes - Digestion"
ACE,ENSG00000159640,0.0385,0.4518,22,"Proximal enterocytes - Digestion"
TONSL,ENSG00000160949,0.0466,0.4623,22,"Proximal enterocytes - Digestion"
PPP1R16A,ENSG00000160972,0.0533,0.5159,22,"Proximal enterocytes - Digestion"
NAGS,ENSG00000161653,0.0468,0.4738,22,"Proximal enterocytes - Digestion"
FAM151A,ENSG00000162391,0.0444,0.4632,22,"Proximal enterocytes - Digestion"
AKR7A3,ENSG00000162482,0.0492,0.4788,22,"Proximal enterocytes - Digestion"
FLVCR1,ENSG00000162769,0.0494,0.4479,22,"Proximal enterocytes - Digestion"
OXER1,ENSG00000162881,0.0562,0.4505,22,"Proximal enterocytes - Digestion"
ALPI,ENSG00000163295,0.0387,0.4554,22,"Proximal enterocytes - Digestion"
ATP1A1,ENSG00000163399,0.0492,0.4665,22,"Proximal enterocytes - Digestion"
ABHD6,ENSG00000163686,0.0798,0.4646,22,"Proximal enterocytes - Digestion"
PLB1,ENSG00000163803,0.0387,0.4540,22,"Proximal enterocytes - Digestion"
SLC6A20,ENSG00000163817,0.0402,0.4557,22,"Proximal enterocytes - Digestion"
TMEM41A,ENSG00000163900,0.0510,0.4583,22,"Proximal enterocytes - Digestion"
CMBL,ENSG00000164237,0.0457,0.4733,22,"Proximal enterocytes - Digestion"
HNF4G,ENSG00000164749,0.0427,0.4560,22,"Proximal enterocytes - Digestion"
C9orf64,ENSG00000165118,0.1461,0.4140,22,"Proximal enterocytes - Digestion"
AQP7,ENSG00000165269,0.0408,0.4686,22,"Proximal enterocytes - Digestion"
PRAP1,ENSG00000165828,0.0404,0.4538,22,"Proximal enterocytes - Digestion"
AMN,ENSG00000166126,0.0432,0.4614,22,"Proximal enterocytes - Digestion"
MOGAT2,ENSG00000166391,0.0422,0.4514,22,"Proximal enterocytes - Digestion"
ANPEP,ENSG00000166825,0.0440,0.4583,22,"Proximal enterocytes - Digestion"
MYO1A,ENSG00000166866,0.0433,0.4550,22,"Proximal enterocytes - Digestion"
MS4A8,ENSG00000166959,0.0429,0.4483,22,"Proximal enterocytes - Digestion"
TMEM92,ENSG00000167105,0.0442,0.4507,22,"Proximal enterocytes - Digestion"
COQ4,ENSG00000167113,0.0519,0.4852,22,"Proximal enterocytes - Digestion"
SLC27A4,ENSG00000167114,0.0753,0.4296,22,"Proximal enterocytes - Digestion"
GPD1,ENSG00000167588,0.0565,0.4974,22,"Proximal enterocytes - Digestion"
SOAT2,ENSG00000167780,0.0396,0.4557,22,"Proximal enterocytes - Digestion"
FAM234A,ENSG00000167930,0.0424,0.4484,22,"Proximal enterocytes - Digestion"
NAALADL1,ENSG00000168060,0.0358,0.4529,22,"Proximal enterocytes - Digestion"
DEGS2,ENSG00000168350,0.0451,0.4511,22,"Proximal enterocytes - Digestion"
GSTM4,ENSG00000168765,0.0442,0.4645,22,"Proximal enterocytes - Digestion"
TNIP2,ENSG00000168884,0.0476,0.4499,22,"Proximal enterocytes - Digestion"
TM4SF20,ENSG00000168955,0.0402,0.4508,22,"Proximal enterocytes - Digestion"
MUC17,ENSG00000169876,0.0362,0.4510,22,"Proximal enterocytes - Digestion"
MUC3A,ENSG00000169894,0.0489,0.4514,22,"Proximal enterocytes - Digestion"
S100G,ENSG00000169906,0.0427,0.4511,22,"Proximal enterocytes - Digestion"
MYO7B,ENSG00000169994,0.0612,0.4416,22,"Proximal enterocytes - Digestion"
FABP6,ENSG00000170231,0.0395,0.4531,22,"Proximal enterocytes - Digestion"
METTL7B,ENSG00000170439,0.0571,0.4377,22,"Proximal enterocytes - Digestion"
SLC23A1,ENSG00000170482,0.0431,0.4558,22,"Proximal enterocytes - Digestion"
C11orf24,ENSG00000171067,0.0537,0.4654,22,"Proximal enterocytes - Digestion"
RBKS,ENSG00000171174,0.0490,0.5053,22,"Proximal enterocytes - Digestion"
MS4A10,ENSG00000172689,0.0376,0.4490,22,"Proximal enterocytes - Digestion"
FADS6,ENSG00000172782,0.0369,0.4604,22,"Proximal enterocytes - Digestion"
CES2,ENSG00000172831,0.0438,0.4534,22,"Proximal enterocytes - Digestion"
ADCK5,ENSG00000173137,0.0572,0.4443,22,"Proximal enterocytes - Digestion"
GLRX,ENSG00000173221,0.0529,0.4968,22,"Proximal enterocytes - Digestion"
AGR3,ENSG00000173467,0.0429,0.4539,22,"Proximal enterocytes - Digestion"
KCNH6,ENSG00000173826,0.0448,0.4701,22,"Proximal enterocytes - Digestion"
GPR160,ENSG00000173890,0.0502,0.4704,22,"Proximal enterocytes - Digestion"
SLC6A19,ENSG00000174358,0.0383,0.4589,22,"Proximal enterocytes - Digestion"
GOLT1A,ENSG00000174567,0.0491,0.4551,22,"Proximal enterocytes - Digestion"
ABO,ENSG00000175164,0.0545,0.4616,22,"Proximal enterocytes - Digestion"
ANKS4B,ENSG00000175311,0.0514,0.4426,22,"Proximal enterocytes - Digestion"
VSIG10,ENSG00000176834,0.0738,0.4408,22,"Proximal enterocytes - Digestion"
LRRC75B,ENSG00000178026,0.0547,0.5425,22,"Proximal enterocytes - Digestion"
SLC17A8,ENSG00000179520,0.0496,0.4429,22,"Proximal enterocytes - Digestion"
HTR1D,ENSG00000179546,0.0423,0.4523,22,"Proximal enterocytes - Digestion"
TMEM150B,ENSG00000180061,0.0415,0.4539,22,"Proximal enterocytes - Digestion"
ACBD4,ENSG00000181513,0.0436,0.4787,22,"Proximal enterocytes - Digestion"
TMEM252,ENSG00000181778,0.0491,0.4749,22,"Proximal enterocytes - Digestion"
ENPP7,ENSG00000182156,0.0424,0.4649,22,"Proximal enterocytes - Digestion"
FBXL6,ENSG00000182325,0.0567,0.4504,22,"Proximal enterocytes - Digestion"
URAD,ENSG00000183463,0.0468,0.4495,22,"Proximal enterocytes - Digestion"
NUDT14,ENSG00000183828,0.0447,0.4652,22,"Proximal enterocytes - Digestion"
FAM3B,ENSG00000183844,0.0339,0.4545,22,"Proximal enterocytes - Digestion"
AQP12A,ENSG00000184945,0.0561,0.4383,22,"Proximal enterocytes - Digestion"
DGAT1,ENSG00000185000,0.0408,0.4563,22,"Proximal enterocytes - Digestion"
CA13,ENSG00000185015,0.0530,0.4803,22,"Proximal enterocytes - Digestion"
TCN2,ENSG00000185339,0.0433,0.4582,22,"Proximal enterocytes - Digestion"
CYP4F2,ENSG00000186115,0.0511,0.4591,22,"Proximal enterocytes - Digestion"
CYP4F12,ENSG00000186204,0.0927,0.4229,22,"Proximal enterocytes - Digestion"
PDZD7,ENSG00000186862,0.0407,0.4557,22,"Proximal enterocytes - Digestion"
DHRS4L2,ENSG00000187630,0.0571,0.5527,22,"Proximal enterocytes - Digestion"
TMEM220,ENSG00000187824,0.0493,0.4480,22,"Proximal enterocytes - Digestion"
HYKK,ENSG00000188266,0.0510,0.5073,22,"Proximal enterocytes - Digestion"
LRRC66,ENSG00000188993,0.0455,0.4503,22,"Proximal enterocytes - Digestion"
MAOA,ENSG00000189221,0.0503,0.4798,22,"Proximal enterocytes - Digestion"
SULT1C3,ENSG00000196228,0.0449,0.4511,22,"Proximal enterocytes - Digestion"
DPP4,ENSG00000197635,0.0521,0.4612,22,"Proximal enterocytes - Digestion"
SLC34A3,ENSG00000198569,0.0413,0.4713,22,"Proximal enterocytes - Digestion"
NUDT16,ENSG00000198585,0.0399,0.4480,22,"Proximal enterocytes - Digestion"
SOWAHA,ENSG00000198944,0.0429,0.4531,22,"Proximal enterocytes - Digestion"
HSD3B2,ENSG00000203859,0.0424,0.4533,22,"Proximal enterocytes - Digestion"
RNF5,ENSG00000204308,0.0577,0.5020,22,"Proximal enterocytes - Digestion"
AGPAT1,ENSG00000204310,0.0712,0.4413,22,"Proximal enterocytes - Digestion"
VWA7,ENSG00000204396,0.0680,0.4491,22,"Proximal enterocytes - Digestion"
MALRD1,ENSG00000204740,0.0426,0.4540,22,"Proximal enterocytes - Digestion"
NAT8B,ENSG00000204872,0.0498,0.4961,22,"Proximal enterocytes - Digestion"
ERICH4,ENSG00000204978,0.0458,0.4737,22,"Proximal enterocytes - Digestion"
EXOC3L4,ENSG00000205436,0.0592,0.4536,22,"Proximal enterocytes - Digestion"
TMEM256,ENSG00000205544,0.0558,0.5212,22,"Proximal enterocytes - Digestion"
CYP2D7,ENSG00000205702,0.0463,0.4544,22,"Proximal enterocytes - Digestion"
AKR7L,ENSG00000211454,0.0453,0.4487,22,"Proximal enterocytes - Digestion"
