gene_name,ensembl_gene_id,x,y,cluster_no,location_name
NOP53,ENSG00000105373,-0.9052,-0.6694,47,"Endothelial cells - Vasculature"
NKG7,ENSG00000105374,-0.7742,-0.5640,47,"Endothelial cells - Vasculature"
RASIP1,ENSG00000105538,-0.9887,-0.7419,47,"Endothelial cells - Vasculature"
CAV1,ENSG00000105974,-0.9504,-0.7190,47,"Endothelial cells - Vasculature"
SNX8,ENSG00000106266,-0.9176,-0.6795,47,"Endothelial cells - Vasculature"
ENG,ENSG00000106991,-0.9515,-0.7291,47,"Endothelial cells - Vasculature"
BAG1,ENSG00000107262,-0.9824,-0.7514,47,"Endothelial cells - Vasculature"
TWNK,ENSG00000107815,-0.9760,-0.7476,47,"Endothelial cells - Vasculature"
ICAM2,ENSG00000108622,-0.9886,-0.7225,47,"Endothelial cells - Vasculature"
VWF,ENSG00000110799,-0.9763,-0.7235,47,"Endothelial cells - Vasculature"
TNS2,ENSG00000111077,-0.9909,-0.7608,47,"Endothelial cells - Vasculature"
SLC6A12,ENSG00000111181,-0.9725,-0.7436,47,"Endothelial cells - Vasculature"
RERGL,ENSG00000111404,-0.9562,-0.7260,47,"Endothelial cells - Vasculature"
PPARD,ENSG00000112033,-0.9270,-0.7029,47,"Endothelial cells - Vasculature"
FHL5,ENSG00000112214,-0.9567,-0.7479,47,"Endothelial cells - Vasculature"
IL18R1,ENSG00000115604,-0.8960,-0.7041,47,"Endothelial cells - Vasculature"
SLC2A1,ENSG00000117394,-0.9483,-0.7264,47,"Endothelial cells - Vasculature"
ABCG2,ENSG00000118777,-0.9575,-0.7228,47,"Endothelial cells - Vasculature"
TEK,ENSG00000120156,-0.9680,-0.7519,47,"Endothelial cells - Vasculature"
MYCT1,ENSG00000120279,-0.9701,-0.7390,47,"Endothelial cells - Vasculature"
TBX2,ENSG00000121068,-0.9835,-0.7530,47,"Endothelial cells - Vasculature"
GPR108,ENSG00000125734,-0.9663,-0.7345,47,"Endothelial cells - Vasculature"
TCF15,ENSG00000125878,-0.9905,-0.7532,47,"Endothelial cells - Vasculature"
RRAS,ENSG00000126458,-0.2694,-0.3704,47,"Endothelial cells - Vasculature"
WNK4,ENSG00000126562,-0.3865,0.6212,47,"Endothelial cells - Vasculature"
PTPRB,ENSG00000127329,-0.9763,-0.7432,47,"Endothelial cells - Vasculature"
KLF2,ENSG00000127528,-0.9524,-0.7374,47,"Endothelial cells - Vasculature"
GNG11,ENSG00000127920,-0.9592,-0.7296,47,"Endothelial cells - Vasculature"
APOL3,ENSG00000128284,-0.9474,-0.7164,47,"Endothelial cells - Vasculature"
PODXL,ENSG00000128567,-0.9570,-0.7530,47,"Endothelial cells - Vasculature"
DLL4,ENSG00000128917,-0.9780,-0.7400,47,"Endothelial cells - Vasculature"
ADCY4,ENSG00000129467,-0.9853,-0.7603,47,"Endothelial cells - Vasculature"
STARD8,ENSG00000130052,-0.9443,-0.7113,47,"Endothelial cells - Vasculature"
DOCK6,ENSG00000130158,-0.9818,-0.7616,47,"Endothelial cells - Vasculature"
ANGPTL8,ENSG00000130173,-0.9445,-0.7695,47,"Endothelial cells - Vasculature"
COX4I2,ENSG00000131055,-0.9790,-0.7387,47,"Endothelial cells - Vasculature"
HIGD1B,ENSG00000131097,-0.9835,-0.7519,47,"Endothelial cells - Vasculature"
GJA9,ENSG00000131233,-0.8923,-0.6849,47,"Endothelial cells - Vasculature"
SLC6A6,ENSG00000131389,-0.9513,-0.7259,47,"Endothelial cells - Vasculature"
TMEM204,ENSG00000131634,-0.9804,-0.7486,47,"Endothelial cells - Vasculature"
CKMT2,ENSG00000131730,-0.9396,-0.7106,47,"Endothelial cells - Vasculature"
HSPA12B,ENSG00000132622,-0.9791,-0.7526,47,"Endothelial cells - Vasculature"
RIN2,ENSG00000132669,-0.9781,-0.7405,47,"Endothelial cells - Vasculature"
GIMAP6,ENSG00000133561,-0.9677,-0.7351,47,"Endothelial cells - Vasculature"
GIMAP4,ENSG00000133574,-0.9353,-0.6953,47,"Endothelial cells - Vasculature"
HSD17B4,ENSG00000133835,-0.9398,-0.7235,47,"Endothelial cells - Vasculature"
IL15RA,ENSG00000134470,-0.9115,-0.7016,47,"Endothelial cells - Vasculature"
ETS1,ENSG00000134954,-0.9571,-0.7384,47,"Endothelial cells - Vasculature"
LMO2,ENSG00000135363,-0.9495,-0.7150,47,"Endothelial cells - Vasculature"
SLC19A3,ENSG00000135917,-0.9741,-0.7338,47,"Endothelial cells - Vasculature"
TBC1D4,ENSG00000136111,-0.9744,-0.7403,47,"Endothelial cells - Vasculature"
KLF4,ENSG00000136826,-0.9696,-0.7489,47,"Endothelial cells - Vasculature"
RNF144B,ENSG00000137393,-0.9213,-0.7002,47,"Endothelial cells - Vasculature"
LRRC32,ENSG00000137507,-0.9736,-0.7441,47,"Endothelial cells - Vasculature"
SLC39A8,ENSG00000138821,0.0076,0.0387,47,"Endothelial cells - Vasculature"
ACVRL1,ENSG00000139567,-1.0000,-0.7685,47,"Endothelial cells - Vasculature"
JDP2,ENSG00000140044,-0.1893,-0.2217,47,"Endothelial cells - Vasculature"
HAPLN3,ENSG00000140511,-0.9314,-0.7028,47,"Endothelial cells - Vasculature"
TGFB1I1,ENSG00000140682,-0.9283,-0.7052,47,"Endothelial cells - Vasculature"
OSGIN1,ENSG00000140961,-0.9380,-0.7454,47,"Endothelial cells - Vasculature"
PMAIP1,ENSG00000141682,-0.9540,-0.7298,47,"Endothelial cells - Vasculature"
TINAGL1,ENSG00000142910,-0.9775,-0.7466,47,"Endothelial cells - Vasculature"
RGS5,ENSG00000143248,-0.9794,-0.7455,47,"Endothelial cells - Vasculature"
TNIP1,ENSG00000145901,-0.9288,-0.7036,47,"Endothelial cells - Vasculature"
TRIM41,ENSG00000146063,-0.9735,-0.7488,47,"Endothelial cells - Vasculature"
ESAM,ENSG00000149564,-0.9792,-0.7475,47,"Endothelial cells - Vasculature"
ITGB1,ENSG00000150093,-0.9438,-0.7113,47,"Endothelial cells - Vasculature"
QDPR,ENSG00000151552,-0.9835,-0.7530,47,"Endothelial cells - Vasculature"
EDNRA,ENSG00000151617,-0.9317,-0.6953,47,"Endothelial cells - Vasculature"
FLI1,ENSG00000151702,-0.9495,-0.7080,47,"Endothelial cells - Vasculature"
HHEX,ENSG00000152804,-0.9554,-0.7162,47,"Endothelial cells - Vasculature"
GRAP,ENSG00000154016,-0.9740,-0.7391,47,"Endothelial cells - Vasculature"
ROBO4,ENSG00000154133,-0.9825,-0.7426,47,"Endothelial cells - Vasculature"
FGD5,ENSG00000154783,-0.9581,-0.7355,47,"Endothelial cells - Vasculature"
SLC16A1,ENSG00000155380,-0.9728,-0.7172,47,"Endothelial cells - Vasculature"
AFAP1L1,ENSG00000157510,-0.9602,-0.7394,47,"Endothelial cells - Vasculature"
ERG,ENSG00000157554,-0.9768,-0.7415,47,"Endothelial cells - Vasculature"
ALAS2,ENSG00000158578,-0.9004,-0.6790,47,"Endothelial cells - Vasculature"
CDA,ENSG00000158825,-0.9558,-0.7292,47,"Endothelial cells - Vasculature"
IFNAR2,ENSG00000159110,-0.9398,-0.7193,47,"Endothelial cells - Vasculature"
PTH1R,ENSG00000160801,-0.9621,-0.7346,47,"Endothelial cells - Vasculature"
BCL6B,ENSG00000161940,-0.9791,-0.7424,47,"Endothelial cells - Vasculature"
SLC1A7,ENSG00000162383,-0.9879,-0.7578,47,"Endothelial cells - Vasculature"
ALPL,ENSG00000162551,-0.9432,-0.7220,47,"Endothelial cells - Vasculature"
ADGRL4,ENSG00000162618,-0.9697,-0.7396,47,"Endothelial cells - Vasculature"
GBP4,ENSG00000162654,-0.8964,-0.6782,47,"Endothelial cells - Vasculature"
NOSTRIN,ENSG00000163072,-0.9591,-0.7303,47,"Endothelial cells - Vasculature"
TDRD10,ENSG00000163239,-0.9739,-0.7416,47,"Endothelial cells - Vasculature"
TM4SF18,ENSG00000163762,-0.9499,-0.7215,47,"Endothelial cells - Vasculature"
EMCN,ENSG00000164035,-0.9550,-0.7296,47,"Endothelial cells - Vasculature"
C4orf3,ENSG00000164096,-0.9558,-0.7279,47,"Endothelial cells - Vasculature"
ELOVL7,ENSG00000164181,-0.9569,-0.7271,47,"Endothelial cells - Vasculature"
SOX17,ENSG00000164736,-0.9772,-0.7484,47,"Endothelial cells - Vasculature"
GPR146,ENSG00000164849,-0.9738,-0.7447,47,"Endothelial cells - Vasculature"
NOS3,ENSG00000164867,-0.9791,-0.7569,47,"Endothelial cells - Vasculature"
CYYR1,ENSG00000166265,-0.9478,-0.7223,47,"Endothelial cells - Vasculature"
TMEM92,ENSG00000167105,-0.9109,-0.6907,47,"Endothelial cells - Vasculature"
CDC42EP5,ENSG00000167617,-0.9520,-0.6987,47,"Endothelial cells - Vasculature"
C19orf33,ENSG00000167644,-0.9729,-0.7438,47,"Endothelial cells - Vasculature"
EEF2,ENSG00000167658,-0.9529,-0.7248,47,"Endothelial cells - Vasculature"
MFSD2A,ENSG00000168389,-0.9405,-0.7136,47,"Endothelial cells - Vasculature"
MLKL,ENSG00000168404,-0.9383,-0.7255,47,"Endothelial cells - Vasculature"
CAVIN2,ENSG00000168497,-0.9829,-0.7412,47,"Endothelial cells - Vasculature"
CXCL11,ENSG00000169248,-0.9403,-0.7066,47,"Endothelial cells - Vasculature"
SHE,ENSG00000169291,-0.9715,-0.7541,47,"Endothelial cells - Vasculature"
NPR1,ENSG00000169418,-0.9512,-0.7303,47,"Endothelial cells - Vasculature"
CMTM8,ENSG00000170293,-0.9668,-0.7384,47,"Endothelial cells - Vasculature"
SOX7,ENSG00000171056,-0.9688,-0.7329,47,"Endothelial cells - Vasculature"
GIMAP8,ENSG00000171115,-0.9364,-0.7125,47,"Endothelial cells - Vasculature"
EGFL7,ENSG00000172889,-0.9798,-0.7471,47,"Endothelial cells - Vasculature"
MMRN2,ENSG00000173269,-0.9735,-0.7426,47,"Endothelial cells - Vasculature"
TNFRSF10C,ENSG00000173535,-0.8894,-0.6953,47,"Endothelial cells - Vasculature"
HEG1,ENSG00000173706,-0.9481,-0.7212,47,"Endothelial cells - Vasculature"
CBX2,ENSG00000173894,-0.9414,-0.7175,47,"Endothelial cells - Vasculature"
CD34,ENSG00000174059,-0.9820,-0.7368,47,"Endothelial cells - Vasculature"
CD248,ENSG00000174807,-0.9613,-0.7622,47,"Endothelial cells - Vasculature"
A2M,ENSG00000175899,-0.9353,-0.7137,47,"Endothelial cells - Vasculature"
SLC35A4,ENSG00000176087,-0.2500,-0.2436,47,"Endothelial cells - Vasculature"
CLEC14A,ENSG00000176435,-0.9474,-0.7212,47,"Endothelial cells - Vasculature"
GPR4,ENSG00000177464,-0.9663,-0.7418,47,"Endothelial cells - Vasculature"
ZNF366,ENSG00000178175,-0.9815,-0.7556,47,"Endothelial cells - Vasculature"
APOLD1,ENSG00000178878,-0.9660,-0.7360,47,"Endothelial cells - Vasculature"
GIMAP7,ENSG00000179144,-0.9403,-0.7127,47,"Endothelial cells - Vasculature"
GATA2,ENSG00000179348,-0.9625,-0.7521,47,"Endothelial cells - Vasculature"
FOXS1,ENSG00000179772,-0.9693,-0.7420,47,"Endothelial cells - Vasculature"
CDH5,ENSG00000179776,-0.9727,-0.7428,47,"Endothelial cells - Vasculature"
GIPC3,ENSG00000179855,-0.9321,-0.7120,47,"Endothelial cells - Vasculature"
TMEM102,ENSG00000181284,-0.9389,-0.7208,47,"Endothelial cells - Vasculature"
SPACA6,ENSG00000182310,-0.9730,-0.7513,47,"Endothelial cells - Vasculature"
PTGDR2,ENSG00000183134,-0.9736,-0.7422,47,"Endothelial cells - Vasculature"
FHL3,ENSG00000183386,-0.9291,-0.6837,47,"Endothelial cells - Vasculature"
FAM167B,ENSG00000183615,-0.9345,-0.7221,47,"Endothelial cells - Vasculature"
FOXL2,ENSG00000183770,-0.9750,-0.7422,47,"Endothelial cells - Vasculature"
SRARP,ENSG00000183888,-0.9732,-0.7415,47,"Endothelial cells - Vasculature"
SMTN,ENSG00000183963,-0.9813,-0.7627,47,"Endothelial cells - Vasculature"
TCN2,ENSG00000185339,-0.9404,-0.7159,47,"Endothelial cells - Vasculature"
NDUFA4L2,ENSG00000185633,-0.9606,-0.7352,47,"Endothelial cells - Vasculature"
IFITM1,ENSG00000185885,-0.9062,-0.6827,47,"Endothelial cells - Vasculature"
KANK3,ENSG00000186994,-0.9814,-0.7553,47,"Endothelial cells - Vasculature"
PEAR1,ENSG00000187800,-0.9659,-0.7444,47,"Endothelial cells - Vasculature"
OPTC,ENSG00000188770,-0.9592,-0.7227,47,"Endothelial cells - Vasculature"
GRAPL,ENSG00000189152,-0.9482,-0.7258,47,"Endothelial cells - Vasculature"
HRCT1,ENSG00000196196,-0.9955,-0.7206,47,"Endothelial cells - Vasculature"
GIMAP5,ENSG00000196329,-0.9510,-0.7255,47,"Endothelial cells - Vasculature"
ACSL5,ENSG00000197142,-0.9667,-0.7314,47,"Endothelial cells - Vasculature"
FAM110D,ENSG00000197245,-0.9424,-0.7043,47,"Endothelial cells - Vasculature"
MYO1C,ENSG00000197879,-0.8652,-0.6861,47,"Endothelial cells - Vasculature"
PAPSS2,ENSG00000198682,-0.9573,-0.7308,47,"Endothelial cells - Vasculature"
ARHGEF15,ENSG00000198844,-0.9652,-0.7376,47,"Endothelial cells - Vasculature"
PRR9,ENSG00000203783,-0.8918,-0.6987,47,"Endothelial cells - Vasculature"
SOX18,ENSG00000203883,-0.9756,-0.7371,47,"Endothelial cells - Vasculature"
TAP2,ENSG00000204267,-0.2737,-0.2712,47,"Endothelial cells - Vasculature"
ERICH4,ENSG00000204978,-0.9434,-0.7273,47,"Endothelial cells - Vasculature"
C2CD4B,ENSG00000205502,-0.9633,-0.7322,47,"Endothelial cells - Vasculature"
DEFA1,ENSG00000206047,-0.8803,-0.6433,47,"Endothelial cells - Vasculature"
ATP10A,ENSG00000206190,-0.9682,-0.7466,47,"Endothelial cells - Vasculature"
TRGJ2,ENSG00000211687,-0.9685,-0.7420,47,"Endothelial cells - Vasculature"
TRGJP2,ENSG00000211688,-0.9553,-0.7229,47,"Endothelial cells - Vasculature"
TRGC1,ENSG00000211689,-0.9648,-0.7345,47,"Endothelial cells - Vasculature"
TRGJ1,ENSG00000211690,-0.9732,-0.7467,47,"Endothelial cells - Vasculature"
TRGJP,ENSG00000211691,-0.9729,-0.7442,47,"Endothelial cells - Vasculature"
TRGJP1,ENSG00000211692,-0.9641,-0.7213,47,"Endothelial cells - Vasculature"
TRGV9,ENSG00000211695,0.0162,0.1409,47,"Endothelial cells - Vasculature"
GIMAP1,ENSG00000213203,-0.9410,-0.7133,47,"Endothelial cells - Vasculature"
ITGA1,ENSG00000213949,-0.9735,-0.7412,47,"Endothelial cells - Vasculature"
TRGC2,ENSG00000227191,-0.9621,-0.7288,47,"Endothelial cells - Vasculature"
C5orf58,ENSG00000234511,-0.8911,-0.6541,47,"Endothelial cells - Vasculature"
SPAAR,ENSG00000235387,-0.9710,-0.7416,47,"Endothelial cells - Vasculature"
TDGF1,ENSG00000241186,-0.9332,-0.7107,47,"Endothelial cells - Vasculature"
TNFRSF6B,ENSG00000243509,-0.9296,-0.6949,47,"Endothelial cells - Vasculature"
ECSCR,ENSG00000249751,-0.9551,-0.7294,47,"Endothelial cells - Vasculature"
CHMP4A,ENSG00000254505,-0.9644,-0.7373,47,"Endothelial cells - Vasculature"
PABPC4L,ENSG00000254535,-0.9733,-0.7461,47,"Endothelial cells - Vasculature"
PECAM1,ENSG00000261371,-0.9419,-0.7207,47,"Endothelial cells - Vasculature"
GJA5,ENSG00000265107,-0.9076,-0.7108,47,"Endothelial cells - Vasculature"
LCN6,ENSG00000267206,-0.9737,-0.7563,47,"Endothelial cells - Vasculature"
GIMAP1-GIMAP5,ENSG00000281887,-0.9330,-0.7046,47,"Endothelial cells - Vasculature"
SCYGR4,ENSG00000284631,-0.9410,-0.7229,47,"Endothelial cells - Vasculature"
ENSG00000284931,ENSG00000284931,-0.9394,-0.7134,47,"Endothelial cells - Vasculature"
ENSG00000286264,ENSG00000286264,-0.9473,-0.7344,47,"Endothelial cells - Vasculature"
TARP,ENSG00000289746,-0.9690,-0.7373,47,"Endothelial cells - Vasculature"
MIPEP,ENSG00000027001,0.8180,-0.6191,29,"Forebrain - Mixed function"
SLC4A7,ENSG00000033867,0.8259,-0.5796,29,"Forebrain - Mixed function"
STAP1,ENSG00000035720,0.8334,-0.6016,29,"Forebrain - Mixed function"
TG,ENSG00000042832,0.7920,-0.6088,29,"Forebrain - Mixed function"
THOC3,ENSG00000051596,0.8381,-0.6112,29,"Forebrain - Mixed function"
MCOLN3,ENSG00000055732,0.8212,-0.6181,29,"Forebrain - Mixed function"
PKP2,ENSG00000057294,0.8155,-0.6110,29,"Forebrain - Mixed function"
MTMR1,ENSG00000063601,0.7731,-0.5806,29,"Forebrain - Mixed function"
ALPK1,ENSG00000073331,0.8245,-0.6110,29,"Forebrain - Mixed function"
FOSL2,ENSG00000075426,0.7400,-0.5213,29,"Forebrain - Mixed function"
ITGA8,ENSG00000077943,0.7829,-0.6360,29,"Forebrain - Mixed function"
RFX3,ENSG00000080298,0.7924,-0.6039,29,"Forebrain - Mixed function"
KCNN2,ENSG00000080709,0.8006,-0.5705,29,"Forebrain - Mixed function"
TBX5,ENSG00000089225,0.8330,-0.5958,29,"Forebrain - Mixed function"
SYDE2,ENSG00000097096,0.7585,-0.6320,29,"Forebrain - Mixed function"
NRP1,ENSG00000099250,0.8180,-0.6004,29,"Forebrain - Mixed function"
PDYN,ENSG00000101327,0.7838,-0.6160,29,"Forebrain - Mixed function"
PIM2,ENSG00000102096,0.4683,-0.5479,29,"Forebrain - Mixed function"
FGD1,ENSG00000102302,0.8001,-0.5441,29,"Forebrain - Mixed function"
ATP8B4,ENSG00000104043,0.5628,-0.5690,29,"Forebrain - Mixed function"
IL27RA,ENSG00000104998,0.4842,-0.5396,29,"Forebrain - Mixed function"
PLPPR2,ENSG00000105520,0.7917,-0.5878,29,"Forebrain - Mixed function"
GRIK5,ENSG00000105737,0.7852,-0.5973,29,"Forebrain - Mixed function"
SIPA1L3,ENSG00000105738,0.8287,-0.5984,29,"Forebrain - Mixed function"
PALS2,ENSG00000105926,0.6982,-0.5956,29,"Forebrain - Mixed function"
NPTX2,ENSG00000106236,0.7454,-0.5325,29,"Forebrain - Mixed function"
SLC1A1,ENSG00000106688,0.4180,-0.4449,29,"Forebrain - Mixed function"
PTGR1,ENSG00000106853,0.6610,-0.6006,29,"Forebrain - Mixed function"
FGF8,ENSG00000107831,0.7580,-0.4253,29,"Forebrain - Mixed function"
FAM149A,ENSG00000109794,0.7775,-0.6121,29,"Forebrain - Mixed function"
GALNT18,ENSG00000110328,0.7939,-0.5633,29,"Forebrain - Mixed function"
SEMA5A,ENSG00000112902,0.8280,-0.6025,29,"Forebrain - Mixed function"
MORC1,ENSG00000114487,0.8503,-0.6007,29,"Forebrain - Mixed function"
GPD2,ENSG00000115159,0.6767,-0.5603,29,"Forebrain - Mixed function"
PNO1,ENSG00000115946,0.8184,-0.6002,29,"Forebrain - Mixed function"
RND3,ENSG00000115963,0.4822,-0.5517,29,"Forebrain - Mixed function"
RALGPS2,ENSG00000116191,0.6602,-0.5924,29,"Forebrain - Mixed function"
ANGPTL1,ENSG00000116194,0.7517,-0.6003,29,"Forebrain - Mixed function"
PLPPR5,ENSG00000117598,0.7435,-0.5319,29,"Forebrain - Mixed function"
FILIP1,ENSG00000118407,0.7938,-0.5884,29,"Forebrain - Mixed function"
TCF21,ENSG00000118526,0.7909,-0.6334,29,"Forebrain - Mixed function"
NR4A3,ENSG00000119508,0.7027,-0.5846,29,"Forebrain - Mixed function"
DNAL1,ENSG00000119661,0.7018,-0.6054,29,"Forebrain - Mixed function"
DUSP4,ENSG00000120875,0.8309,-0.6031,29,"Forebrain - Mixed function"
ADRA1A,ENSG00000120907,0.8213,-0.5959,29,"Forebrain - Mixed function"
SLITRK3,ENSG00000121871,0.7991,-0.5809,29,"Forebrain - Mixed function"
PTGFR,ENSG00000122420,0.4531,-0.5483,29,"Forebrain - Mixed function"
INHBA,ENSG00000122641,0.8301,-0.6089,29,"Forebrain - Mixed function"
NEUROG3,ENSG00000122859,0.8306,-0.5944,29,"Forebrain - Mixed function"
EGR2,ENSG00000122877,0.7958,-0.5603,29,"Forebrain - Mixed function"
CCDC70,ENSG00000123171,0.8297,-0.5839,29,"Forebrain - Mixed function"
ATP7B,ENSG00000123191,0.7548,-0.5867,29,"Forebrain - Mixed function"
BCAS4,ENSG00000124243,0.8345,-0.5763,29,"Forebrain - Mixed function"
MYH2,ENSG00000125414,0.8005,-0.5819,29,"Forebrain - Mixed function"
DYRK2,ENSG00000127334,0.8315,-0.5976,29,"Forebrain - Mixed function"
ALDH1A2,ENSG00000128918,0.8298,-0.6020,29,"Forebrain - Mixed function"
FGF13,ENSG00000129682,0.7813,-0.5706,29,"Forebrain - Mixed function"
MAS1,ENSG00000130368,0.8224,-0.5564,29,"Forebrain - Mixed function"
POMT1,ENSG00000130714,0.8267,-0.5829,29,"Forebrain - Mixed function"
FIBCD1,ENSG00000130720,0.8217,-0.5965,29,"Forebrain - Mixed function"
GINS2,ENSG00000131153,0.8333,-0.6037,29,"Forebrain - Mixed function"
PRR7,ENSG00000131188,0.6999,-0.6137,29,"Forebrain - Mixed function"
TRAF3,ENSG00000131323,0.7191,-0.5754,29,"Forebrain - Mixed function"
RRAS2,ENSG00000133818,0.4911,-0.5455,29,"Forebrain - Mixed function"
FST,ENSG00000134363,0.3712,-0.5559,29,"Forebrain - Mixed function"
COL4A2,ENSG00000134871,0.8200,-0.6033,29,"Forebrain - Mixed function"
CEMIP2,ENSG00000135048,0.7672,-0.6209,29,"Forebrain - Mixed function"
HRK,ENSG00000135116,0.8207,-0.5930,29,"Forebrain - Mixed function"
ITGA7,ENSG00000135424,0.8347,-0.6048,29,"Forebrain - Mixed function"
ABHD17C,ENSG00000136379,0.7330,-0.5851,29,"Forebrain - Mixed function"
ABI1,ENSG00000136754,0.7650,-0.5839,29,"Forebrain - Mixed function"
CDK9,ENSG00000136807,0.7915,-0.5447,29,"Forebrain - Mixed function"
MYPN,ENSG00000138347,0.7794,-0.6073,29,"Forebrain - Mixed function"
CHRNA1,ENSG00000138435,0.8317,-0.5990,29,"Forebrain - Mixed function"
AEBP2,ENSG00000139154,0.7324,-0.6174,29,"Forebrain - Mixed function"
ADAD2,ENSG00000140955,0.7747,-0.5263,29,"Forebrain - Mixed function"
KSR1,ENSG00000141068,0.8087,-0.5756,29,"Forebrain - Mixed function"
SLC47A1,ENSG00000142494,0.8321,-0.5883,29,"Forebrain - Mixed function"
NME7,ENSG00000143156,0.4638,-0.5687,29,"Forebrain - Mixed function"
SUSD4,ENSG00000143502,0.8164,-0.5910,29,"Forebrain - Mixed function"
C1QL2,ENSG00000144119,0.7770,-0.5687,29,"Forebrain - Mixed function"
OCIAD2,ENSG00000145247,0.7095,-0.6067,29,"Forebrain - Mixed function"
NAF1,ENSG00000145414,0.7103,-0.5946,29,"Forebrain - Mixed function"
SFRP2,ENSG00000145423,0.7573,-0.6191,29,"Forebrain - Mixed function"
RSPO3,ENSG00000146374,0.8224,-0.5930,29,"Forebrain - Mixed function"
SDK1,ENSG00000146555,0.7772,-0.6232,29,"Forebrain - Mixed function"
SYTL5,ENSG00000147041,0.4480,-0.5425,29,"Forebrain - Mixed function"
SLC16A2,ENSG00000147100,0.7529,-0.6026,29,"Forebrain - Mixed function"
LRP12,ENSG00000147650,0.7377,-0.6012,29,"Forebrain - Mixed function"
LRRC27,ENSG00000148814,0.7338,-0.6250,29,"Forebrain - Mixed function"
GLB1L2,ENSG00000149328,0.7672,-0.6339,29,"Forebrain - Mixed function"
NOCT,ENSG00000151014,0.6371,-0.4840,29,"Forebrain - Mixed function"
NR3C2,ENSG00000151623,0.8288,-0.5989,29,"Forebrain - Mixed function"
PARP8,ENSG00000151883,0.7872,-0.5654,29,"Forebrain - Mixed function"
G6PC2,ENSG00000152254,0.7842,-0.5400,29,"Forebrain - Mixed function"
FAM151B,ENSG00000152380,0.7925,-0.5659,29,"Forebrain - Mixed function"
IGSF10,ENSG00000152580,0.7708,-0.6063,29,"Forebrain - Mixed function"
CHST9,ENSG00000154080,-0.3941,-0.3124,29,"Forebrain - Mixed function"
C16orf74,ENSG00000154102,0.8170,-0.6013,29,"Forebrain - Mixed function"
PRKCA,ENSG00000154229,0.8294,-0.5888,29,"Forebrain - Mixed function"
SH3RF1,ENSG00000154447,0.8355,-0.5856,29,"Forebrain - Mixed function"
KLF10,ENSG00000155090,0.7785,-0.6036,29,"Forebrain - Mixed function"
GRIA1,ENSG00000155511,0.7948,-0.5934,29,"Forebrain - Mixed function"
AFF2,ENSG00000155966,0.5600,-0.5453,29,"Forebrain - Mixed function"
IL34,ENSG00000157368,0.7076,-0.6255,29,"Forebrain - Mixed function"
DUSP2,ENSG00000158050,0.7592,-0.4672,29,"Forebrain - Mixed function"
RHPN1,ENSG00000158106,0.7801,-0.5694,29,"Forebrain - Mixed function"
SIM2,ENSG00000159263,0.7603,-0.5775,29,"Forebrain - Mixed function"
PLA2G4D,ENSG00000159337,0.8064,-0.5980,29,"Forebrain - Mixed function"
CHCHD6,ENSG00000159685,0.8209,-0.5747,29,"Forebrain - Mixed function"
LCN1,ENSG00000160349,0.8226,-0.5668,29,"Forebrain - Mixed function"
LY6E,ENSG00000160932,0.8096,-0.5920,29,"Forebrain - Mixed function"
ORAI2,ENSG00000160991,0.4381,-0.4900,29,"Forebrain - Mixed function"
MGAT4B,ENSG00000161013,0.7534,-0.5584,29,"Forebrain - Mixed function"
NOL9,ENSG00000162408,0.7939,-0.5772,29,"Forebrain - Mixed function"
COL6A3,ENSG00000163359,0.7711,-0.6299,29,"Forebrain - Mixed function"
IGFN1,ENSG00000163395,0.7983,-0.5964,29,"Forebrain - Mixed function"
ARPC2,ENSG00000163466,0.7270,-0.6014,29,"Forebrain - Mixed function"
NEK10,ENSG00000163491,0.7552,-0.6156,29,"Forebrain - Mixed function"
SAMD3,ENSG00000164483,0.7357,-0.5961,29,"Forebrain - Mixed function"
PTTG1,ENSG00000164611,0.7892,-0.5678,29,"Forebrain - Mixed function"
FNDC1,ENSG00000164694,0.8277,-0.6025,29,"Forebrain - Mixed function"
CSMD3,ENSG00000164796,0.7777,-0.5619,29,"Forebrain - Mixed function"
C8orf34,ENSG00000165084,0.5402,-0.5818,29,"Forebrain - Mixed function"
SKA3,ENSG00000165480,0.8078,-0.5578,29,"Forebrain - Mixed function"
TTC39C,ENSG00000168234,0.8129,-0.5779,29,"Forebrain - Mixed function"
CSNK1G1,ENSG00000169118,0.7604,-0.6085,29,"Forebrain - Mixed function"
CHD3,ENSG00000170004,0.7743,-0.5471,29,"Forebrain - Mixed function"
DCLK2,ENSG00000170390,0.7912,-0.5378,29,"Forebrain - Mixed function"
METTL7B,ENSG00000170439,0.8119,-0.5667,29,"Forebrain - Mixed function"
LMOD2,ENSG00000170807,0.7726,-0.6201,29,"Forebrain - Mixed function"
FAM241B,ENSG00000171224,0.4901,-0.5429,29,"Forebrain - Mixed function"
APOBEC4,ENSG00000173627,0.7907,-0.6198,29,"Forebrain - Mixed function"
ADGRG2,ENSG00000173698,0.8366,-0.6116,29,"Forebrain - Mixed function"
TRHR,ENSG00000174417,0.8245,-0.5933,29,"Forebrain - Mixed function"
RIN1,ENSG00000174791,0.7329,-0.5929,29,"Forebrain - Mixed function"
CNIH2,ENSG00000174871,0.8248,-0.6072,29,"Forebrain - Mixed function"
KCTD13,ENSG00000174943,0.7632,-0.5522,29,"Forebrain - Mixed function"
PPM1E,ENSG00000175175,0.8234,-0.5931,29,"Forebrain - Mixed function"
